srcIP,destIP,srcMAC,destMAC,srcPort,destPort,isSYN,isRST,isACK,isFIN,isURG,isPSH,packetLen
/172.16.83.127,/157.240.16.16,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,42508 (unknown),443 (HTTPS),false,false,true,false,false,false,40
/157.240.16.16,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),42508 (unknown),false,false,true,false,false,true,316
/172.16.83.127,/157.240.16.16,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,42508 (unknown),443 (HTTPS),false,false,true,false,false,false,40
/172.16.83.127,/157.240.16.16,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,42508 (unknown),443 (HTTPS),false,false,true,false,false,true,487
/157.240.16.16,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),42508 (unknown),false,false,true,false,false,true,82
/172.16.83.127,/157.240.16.16,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,42508 (unknown),443 (HTTPS),false,false,true,false,false,false,40
/157.240.16.16,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),42508 (unknown),false,false,true,false,false,true,315
/172.16.83.127,/157.240.16.16,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,42508 (unknown),443 (HTTPS),false,false,true,false,false,false,40
/172.16.83.127,/157.240.16.16,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,42508 (unknown),443 (HTTPS),false,false,true,false,false,true,486
/157.240.16.16,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),42508 (unknown),false,false,true,false,false,true,82
/172.16.83.127,/157.240.16.16,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,42508 (unknown),443 (HTTPS),false,false,true,false,false,false,40
/157.240.16.16,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),42508 (unknown),false,false,true,false,false,true,293
/172.16.83.127,/157.240.16.16,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,42508 (unknown),443 (HTTPS),false,false,true,false,false,false,40
/172.16.83.127,/157.240.16.16,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,42508 (unknown),443 (HTTPS),false,false,true,false,false,true,486
/157.240.16.16,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),42508 (unknown),false,false,true,false,false,false,40
/157.240.16.16,/172.16.83.127,44:31:92:7d:8d:a6,e8:de:27:12:cd:0b,443 (HTTPS),42508 (unknown),false,false,true,false,false,true,82
/172.16.83.127,/157.240.16.16,e8:de:27:12:cd:0b,44:31:92:7d:8d:a6,42508 (unknown),443 (HTTPS),false,false,true,false,false,false,40
